,Season,AQI,City
0,201402,66.49562043833782,大连
1,201403,60.226435913797296,大连
2,201404,81.55914153612038,大连
3,201501,87.48450459648916,大连
4,201502,62.70393138692192,大连
5,201503,51.07617760093906,大连
6,201504,95.604382103636,大连
7,201601,72.04586343192038,大连
8,201602,66.47385278517405,大连
9,201603,43.29527267249917,大连
10,201604,69.03831073471311,大连
11,201701,73.95745931255551,大连
12,201702,62.28450564551547,大连
13,201703,43.97660962853226,大连
14,201704,51.303560668462495,大连
15,201801,65.30621753142583,大连
16,201802,53.17791260913689,大连
17,201803,37.80099292101985,大连
18,201804,55.525336002694,大连
19,201901,80.92114208352812,大连
20,201902,53.918799223060134,大连
21,201903,40.309505432479156,大连
22,201904,58.24872952290554,大连
23,202001,65.00853513966037,大连
24,202002,50.0232890499195,大连
25,202003,34.07952444028881,大连
26,202004,46.597225527835604,大连
27,202101,71.22274733409023,大连
28,202102,49.61282530777622,大连
0,201402,66.59879846602672,长春
1,201403,71.89249645612485,长春
2,201404,133.156725479216,长春
3,201501,114.62520124523806,长春
4,201502,79.09642988187842,长春
5,201503,57.73482602466012,长春
6,201504,128.84228836318192,长春
7,201601,90.72875982585444,长春
8,201602,62.52757228625432,长春
9,201603,48.01169898422703,长春
10,201604,92.5874120154298,长春
11,201701,96.55926007715158,长春
12,201702,70.66214934455795,长春
13,201703,44.664954232433175,长春
14,201704,89.22432387556861,长春
15,201801,74.31417376440993,长春
16,201802,66.63568360603162,长春
17,201803,38.81860672262739,长春
18,201804,56.556186424024794,长春
19,201901,94.5847260548786,长春
20,201902,58.211094206768706,长春
21,201903,37.55579476998878,长春
22,201904,65.93135572526029,长春
23,202001,91.47642232779958,长春
24,202002,73.48499039010963,长春
25,202003,37.275851514207055,长春
26,202004,55.22250969253075,长春
27,202101,77.89462058752538,长春
28,202102,56.110169601579145,长春
0,201402,53.564927091829254,哈尔滨
1,201403,58.461449700369755,哈尔滨
2,201404,155.68900663651652,哈尔滨
3,201501,135.36906100593865,哈尔滨
4,201502,66.3323788288357,哈尔滨
5,201503,46.492428974806565,哈尔滨
6,201504,144.21941354666862,哈尔滨
7,201601,100.34830861695251,哈尔滨
8,201602,55.541144806625994,哈尔滨
9,201603,40.7619733838703,哈尔滨
10,201604,99.21995297454254,哈尔滨
11,201701,110.7130373044373,哈尔滨
12,201702,73.6272814461753,哈尔滨
13,201703,43.73015373519698,哈尔滨
14,201704,107.69565569877632,哈尔滨
15,201801,97.20825607007644,哈尔滨
16,201802,63.79533624310229,哈尔滨
17,201803,37.71983822512967,哈尔滨
18,201804,60.35790066428722,哈尔滨
19,201901,107.3556086772689,哈尔滨
20,201902,56.971953395520046,哈尔滨
21,201903,35.03487658487031,哈尔滨
22,201904,72.63531036576451,哈尔滨
23,202001,112.75271736689396,哈尔滨
24,202002,56.58449171471612,哈尔滨
25,202003,35.66175899269758,哈尔滨
26,202004,67.06725258664251,哈尔滨
27,202101,87.0561202975814,哈尔滨
28,202102,57.13085229338735,哈尔滨
0,201402,58.206997611783095,营口
1,201403,52.40429222094719,营口
2,201404,66.77900938417842,营口
3,201501,83.86878172208291,营口
4,201502,69.38465410316917,营口
5,201503,52.130515068866465,营口
6,201504,98.21701979122204,营口
7,201601,79.54467518195936,营口
8,201602,66.3436391698973,营口
9,201603,54.30596376183684,营口
10,201604,82.17253809624941,营口
11,201701,92.02447960508482,营口
12,201702,65.39401922817379,营口
13,201703,51.51684649934416,营口
14,201704,66.12629362482096,营口
15,201801,86.54924382679674,营口
16,201802,65.35963744703356,营口
17,201803,44.5364223100139,营口
18,201804,69.76072136665321,营口
19,201901,91.97220577848208,营口
20,201902,58.159082749711466,营口
21,201903,46.485279813250955,营口
22,201904,71.60684560003504,营口
23,202001,93.33812848069726,营口
24,202002,56.92886473429951,营口
25,202003,40.88033041345767,营口
26,202004,66.9565807089124,营口
27,202101,91.0348776921265,营口
28,202102,55.32334424185757,营口
0,201402,67.15959493458064,丹东
1,201403,52.851354664549284,丹东
2,201404,81.6237815752506,丹东
3,201501,91.62251869988079,丹东
4,201502,62.1774350364995,丹东
5,201503,44.634970811968316,丹东
6,201504,81.6095122447863,丹东
7,201601,81.47530465818295,丹东
8,201602,67.77714969532721,丹东
9,201603,41.03080484723099,丹东
10,201604,70.42344750666595,丹东
11,201701,79.55996117142264,丹东
12,201702,56.672558179490345,丹东
13,201703,36.815798302263936,丹东
14,201704,58.50347013513213,丹东
15,201801,62.7712524701325,丹东
16,201802,46.98793793067443,丹东
17,201803,31.461815433445754,丹东
18,201804,56.03702486023664,丹东
19,201901,79.85042780287347,丹东
20,201902,46.55555678193457,丹东
21,201903,32.61585913606924,丹东
22,201904,56.01282269453082,丹东
23,202001,63.502951630925,丹东
24,202002,45.23959209911173,丹东
25,202003,29.55040686198119,丹东
26,202004,52.63698192380404,丹东
27,202101,70.52622498274674,丹东
28,202102,46.12688301906394,丹东
0,201402,72.96537835448305,盘锦
1,201403,65.27027575101971,盘锦
2,201404,93.95799050839594,盘锦
3,201501,97.09312743999806,盘锦
4,201502,65.4951407573505,盘锦
5,201503,49.487651166492526,盘锦
6,201504,97.18292780437902,盘锦
7,201601,74.10078831551965,盘锦
8,201602,69.21183223543714,盘锦
9,201603,45.63201679690109,盘锦
10,201604,72.18523224443602,盘锦
11,201701,84.3896816161075,盘锦
12,201702,69.17097500297524,盘锦
13,201703,51.83626852127321,盘锦
14,201704,62.35245701522,盘锦
15,201801,84.26351022526823,盘锦
16,201802,66.0804583485234,盘锦
17,201803,39.245096120433715,盘锦
